normalized_hand,hand_rank,hand_type
8s8h7s5h2h,55332,One Pair
8s8h7d5h2h,55333,One Pair
8s8h7h5d2d,55334,One Pair
8s8h7d5c2c,55335,One Pair
8s8h7s5d2d,55336,One Pair
8s8h7h5s2h,55337,One Pair
8s8h7h5d2h,55338,One Pair
8s8h7d5h2d,55339,One Pair
8s8h7d5c2d,55340,One Pair
8s8h7s5s2h,55341,One Pair
8s8h7d5d2h,55342,One Pair
8s8h7h5h2d,55343,One Pair
8s8h7d5d2c,55344,One Pair
8s8h7d5s2h,55345,One Pair
8s8h7s5d2h,55346,One Pair
8s8h7d5c2h,55347,One Pair
8s8h7s5h2d,55348,One Pair
8s8h7d5h2c,55349,One Pair
8s8h7h5d2c,55350,One Pair
8s8h7s5d2c,55351,One Pair
8s8h7d5s2d,55352,One Pair
8s8h7h5s2d,55353,One Pair
8s8h7s5s2d,55354,One Pair
8s8h7d5s2c,55355,One Pair
8s8h7h5h2s,55356,One Pair
8s8h7s5h2s,55357,One Pair
8s8h7d5h2s,55358,One Pair
8s8h7h5s2s,55359,One Pair
8s8h7s5s2s,55360,One Pair
8s8h7d5s2s,55361,One Pair
8s8h7h5d2s,55362,One Pair
8s8h7s5d2s,55363,One Pair
8s8h7d5d2s,55364,One Pair
8s8h7d5c2s,55365,One Pair
8s8h7h4h3h,55366,One Pair
8s8h7d4d3d,55367,One Pair
8s8h7s4h3h,55368,One Pair
8s8h7d4h3h,55369,One Pair
8s8h7h4d3d,55370,One Pair
8s8h7d4c3c,55371,One Pair
8s8h7s4d3d,55372,One Pair
8s8h7h4s3h,55373,One Pair
8s8h7h4d3h,55374,One Pair
8s8h7d4h3d,55375,One Pair
8s8h7d4c3d,55376,One Pair
8s8h7s4s3h,55377,One Pair
8s8h7d4d3h,55378,One Pair
8s8h7h4h3d,55379,One Pair
8s8h7d4d3c,55380,One Pair
8s8h7d4s3h,55381,One Pair
8s8h7s4d3h,55382,One Pair
8s8h7d4c3h,55383,One Pair
8s8h7s4h3d,55384,One Pair
8s8h7d4h3c,55385,One Pair
8s8h7h4d3c,55386,One Pair
8s8h7s4d3c,55387,One Pair
8s8h7d4s3d,55388,One Pair
8s8h7h4s3d,55389,One Pair
8s8h7s4s3d,55390,One Pair
8s8h7d4s3c,55391,One Pair
8s8h7h4h3s,55392,One Pair
8s8h7s4h3s,55393,One Pair
8s8h7d4h3s,55394,One Pair
8s8h7h4s3s,55395,One Pair
8s8h7s4s3s,55396,One Pair
8s8h7d4s3s,55397,One Pair
8s8h7h4d3s,55398,One Pair
8s8h7s4d3s,55399,One Pair
8s8h7d4d3s,55400,One Pair
8s8h7d4c3s,55401,One Pair
8s8h7h4h2h,55402,One Pair
8s8h7d4d2d,55403,One Pair
8s8h7s4h2h,55404,One Pair
8s8h7d4h2h,55405,One Pair
8s8h7h4d2d,55406,One Pair
8s8h7d4c2c,55407,One Pair
8s8h7s4d2d,55408,One Pair
8s8h7h4s2h,55409,One Pair
8s8h7h4d2h,55410,One Pair
8s8h7d4h2d,55411,One Pair
8s8h7d4c2d,55412,One Pair
8s8h7s4s2h,55413,One Pair
8s8h7d4d2h,55414,One Pair
8s8h7h4h2d,55415,One Pair
8s8h7d4d2c,55416,One Pair
8s8h7d4s2h,55417,One Pair
8s8h7s4d2h,55418,One Pair
8s8h7d4c2h,55419,One Pair
8s8h7s4h2d,55420,One Pair
8s8h7d4h2c,55421,One Pair
8s8h7h4d2c,55422,One Pair
8s8h7s4d2c,55423,One Pair
8s8h7d4s2d,55424,One Pair
8s8h7h4s2d,55425,One Pair
8s8h7s4s2d,55426,One Pair
8s8h7d4s2c,55427,One Pair
8s8h7h4h2s,55428,One Pair
8s8h7s4h2s,55429,One Pair
8s8h7d4h2s,55430,One Pair
8s8h7h4s2s,55431,One Pair
8s8h7s4s2s,55432,One Pair
8s8h7d4s2s,55433,One Pair
8s8h7h4d2s,55434,One Pair
8s8h7s4d2s,55435,One Pair
8s8h7d4d2s,55436,One Pair
8s8h7d4c2s,55437,One Pair
8s8h7h3h2h,55438,One Pair
8s8h7d3d2d,55439,One Pair
8s8h7s3h2h,55440,One Pair
8s8h7d3h2h,55441,One Pair
8s8h7h3d2d,55442,One Pair
8s8h7d3c2c,55443,One Pair
8s8h7s3d2d,55444,One Pair
8s8h7h3s2h,55445,One Pair
8s8h7h3d2h,55446,One Pair
8s8h7d3h2d,55447,One Pair
8s8h7d3c2d,55448,One Pair
8s8h7s3s2h,55449,One Pair
8s8h7d3d2h,55450,One Pair
8s8h7h3h2d,55451,One Pair
8s8h7d3d2c,55452,One Pair
8s8h7d3s2h,55453,One Pair
8s8h7s3d2h,55454,One Pair
8s8h7d3c2h,55455,One Pair
8s8h7s3h2d,55456,One Pair
8s8h7d3h2c,55457,One Pair
8s8h7h3d2c,55458,One Pair
8s8h7s3d2c,55459,One Pair
8s8h7d3s2d,55460,One Pair
8s8h7h3s2d,55461,One Pair
8s8h7s3s2d,55462,One Pair
8s8h7d3s2c,55463,One Pair
8s8h7h3h2s,55464,One Pair
8s8h7s3h2s,55465,One Pair
8s8h7d3h2s,55466,One Pair
8s8h7h3s2s,55467,One Pair
8s8h7s3s2s,55468,One Pair
8s8h7d3s2s,55469,One Pair
8s8h7h3d2s,55470,One Pair
8s8h7s3d2s,55471,One Pair
8s8h7d3d2s,55472,One Pair
8s8h7d3c2s,55473,One Pair
8s8h6h5h4h,55474,One Pair
8s8h6d5d4d,55475,One Pair
8s8h6s5h4h,55476,One Pair
8s8h6d5h4h,55477,One Pair
8s8h6h5d4d,55478,One Pair
8s8h6d5c4c,55479,One Pair
8s8h6s5d4d,55480,One Pair
8s8h6h5s4h,55481,One Pair
8s8h6h5d4h,55482,One Pair
8s8h6d5h4d,55483,One Pair
8s8h6d5c4d,55484,One Pair
8s8h6s5s4h,55485,One Pair
8s8h6d5d4h,55486,One Pair
8s8h6h5h4d,55487,One Pair
8s8h6d5d4c,55488,One Pair
8s8h6d5s4h,55489,One Pair
8s8h6s5d4h,55490,One Pair
8s8h6d5c4h,55491,One Pair
8s8h6s5h4d,55492,One Pair
8s8h6d5h4c,55493,One Pair
8s8h6h5d4c,55494,One Pair
8s8h6s5d4c,55495,One Pair
8s8h6d5s4d,55496,One Pair
8s8h6h5s4d,55497,One Pair
8s8h6s5s4d,55498,One Pair
8s8h6d5s4c,55499,One Pair
8s8h6h5h4s,55500,One Pair
8s8h6s5h4s,55501,One Pair
8s8h6d5h4s,55502,One Pair
8s8h6h5s4s,55503,One Pair
8s8h6s5s4s,55504,One Pair
8s8h6d5s4s,55505,One Pair
8s8h6h5d4s,55506,One Pair
8s8h6s5d4s,55507,One Pair
8s8h6d5d4s,55508,One Pair
8s8h6d5c4s,55509,One Pair
8s8h6h5h3h,55510,One Pair
8s8h6d5d3d,55511,One Pair
8s8h6s5h3h,55512,One Pair
8s8h6d5h3h,55513,One Pair
8s8h6h5d3d,55514,One Pair
8s8h6d5c3c,55515,One Pair
8s8h6s5d3d,55516,One Pair
8s8h6h5s3h,55517,One Pair
8s8h6h5d3h,55518,One Pair
8s8h6d5h3d,55519,One Pair
8s8h6d5c3d,55520,One Pair
8s8h6s5s3h,55521,One Pair
8s8h6d5d3h,55522,One Pair
8s8h6h5h3d,55523,One Pair
8s8h6d5d3c,55524,One Pair
8s8h6d5s3h,55525,One Pair
8s8h6s5d3h,55526,One Pair
8s8h6d5c3h,55527,One Pair
8s8h6s5h3d,55528,One Pair
8s8h6d5h3c,55529,One Pair
8s8h6h5d3c,55530,One Pair
8s8h6s5d3c,55531,One Pair
8s8h6d5s3d,55532,One Pair
8s8h6h5s3d,55533,One Pair
8s8h6s5s3d,55534,One Pair
8s8h6d5s3c,55535,One Pair
8s8h6h5h3s,55536,One Pair
8s8h6s5h3s,55537,One Pair
8s8h6d5h3s,55538,One Pair
8s8h6h5s3s,55539,One Pair
8s8h6s5s3s,55540,One Pair
8s8h6d5s3s,55541,One Pair
8s8h6h5d3s,55542,One Pair
8s8h6s5d3s,55543,One Pair
8s8h6d5d3s,55544,One Pair
8s8h6d5c3s,55545,One Pair
8s8h6h5h2h,55546,One Pair
8s8h6d5d2d,55547,One Pair
8s8h6s5h2h,55548,One Pair
8s8h6d5h2h,55549,One Pair
8s8h6h5d2d,55550,One Pair
8s8h6d5c2c,55551,One Pair
8s8h6s5d2d,55552,One Pair
8s8h6h5s2h,55553,One Pair
8s8h6h5d2h,55554,One Pair
8s8h6d5h2d,55555,One Pair
8s8h6d5c2d,55556,One Pair
8s8h6s5s2h,55557,One Pair
8s8h6d5d2h,55558,One Pair
8s8h6h5h2d,55559,One Pair
8s8h6d5d2c,55560,One Pair
8s8h6d5s2h,55561,One Pair
8s8h6s5d2h,55562,One Pair
8s8h6d5c2h,55563,One Pair
8s8h6s5h2d,55564,One Pair
8s8h6d5h2c,55565,One Pair
8s8h6h5d2c,55566,One Pair
8s8h6s5d2c,55567,One Pair
8s8h6d5s2d,55568,One Pair
8s8h6h5s2d,55569,One Pair
8s8h6s5s2d,55570,One Pair
8s8h6d5s2c,55571,One Pair
8s8h6h5h2s,55572,One Pair
8s8h6s5h2s,55573,One Pair
8s8h6d5h2s,55574,One Pair
8s8h6h5s2s,55575,One Pair
8s8h6s5s2s,55576,One Pair
8s8h6d5s2s,55577,One Pair
8s8h6h5d2s,55578,One Pair
8s8h6s5d2s,55579,One Pair
8s8h6d5d2s,55580,One Pair
8s8h6d5c2s,55581,One Pair
8s8h6h4h3h,55582,One Pair
8s8h6d4d3d,55583,One Pair
8s8h6s4h3h,55584,One Pair
8s8h6d4h3h,55585,One Pair
8s8h6h4d3d,55586,One Pair
8s8h6d4c3c,55587,One Pair
8s8h6s4d3d,55588,One Pair
8s8h6h4s3h,55589,One Pair
8s8h6h4d3h,55590,One Pair
8s8h6d4h3d,55591,One Pair
8s8h6d4c3d,55592,One Pair
8s8h6s4s3h,55593,One Pair
8s8h6d4d3h,55594,One Pair
8s8h6h4h3d,55595,One Pair
8s8h6d4d3c,55596,One Pair
8s8h6d4s3h,55597,One Pair
8s8h6s4d3h,55598,One Pair
8s8h6d4c3h,55599,One Pair
8s8h6s4h3d,55600,One Pair
8s8h6d4h3c,55601,One Pair
8s8h6h4d3c,55602,One Pair
8s8h6s4d3c,55603,One Pair
8s8h6d4s3d,55604,One Pair
8s8h6h4s3d,55605,One Pair
8s8h6s4s3d,55606,One Pair
8s8h6d4s3c,55607,One Pair
8s8h6h4h3s,55608,One Pair
8s8h6s4h3s,55609,One Pair
8s8h6d4h3s,55610,One Pair
8s8h6h4s3s,55611,One Pair
8s8h6s4s3s,55612,One Pair
8s8h6d4s3s,55613,One Pair
8s8h6h4d3s,55614,One Pair
8s8h6s4d3s,55615,One Pair
8s8h6d4d3s,55616,One Pair
8s8h6d4c3s,55617,One Pair
8s8h6h4h2h,55618,One Pair
8s8h6d4d2d,55619,One Pair
8s8h6s4h2h,55620,One Pair
8s8h6d4h2h,55621,One Pair
8s8h6h4d2d,55622,One Pair
8s8h6d4c2c,55623,One Pair
8s8h6s4d2d,55624,One Pair
8s8h6h4s2h,55625,One Pair
8s8h6h4d2h,55626,One Pair
8s8h6d4h2d,55627,One Pair
8s8h6d4c2d,55628,One Pair
8s8h6s4s2h,55629,One Pair
8s8h6d4d2h,55630,One Pair
8s8h6h4h2d,55631,One Pair
8s8h6d4d2c,55632,One Pair
8s8h6d4s2h,55633,One Pair
8s8h6s4d2h,55634,One Pair
8s8h6d4c2h,55635,One Pair
8s8h6s4h2d,55636,One Pair
8s8h6d4h2c,55637,One Pair
8s8h6h4d2c,55638,One Pair
8s8h6s4d2c,55639,One Pair
8s8h6d4s2d,55640,One Pair
8s8h6h4s2d,55641,One Pair
8s8h6s4s2d,55642,One Pair
8s8h6d4s2c,55643,One Pair
8s8h6h4h2s,55644,One Pair
8s8h6s4h2s,55645,One Pair
8s8h6d4h2s,55646,One Pair
8s8h6h4s2s,55647,One Pair
8s8h6s4s2s,55648,One Pair
8s8h6d4s2s,55649,One Pair
8s8h6h4d2s,55650,One Pair
8s8h6s4d2s,55651,One Pair
8s8h6d4d2s,55652,One Pair
8s8h6d4c2s,55653,One Pair
8s8h6h3h2h,55654,One Pair
8s8h6d3d2d,55655,One Pair
8s8h6s3h2h,55656,One Pair
8s8h6d3h2h,55657,One Pair
8s8h6h3d2d,55658,One Pair
8s8h6d3c2c,55659,One Pair
8s8h6s3d2d,55660,One Pair
8s8h6h3s2h,55661,One Pair
8s8h6h3d2h,55662,One Pair
8s8h6d3h2d,55663,One Pair
8s8h6d3c2d,55664,One Pair
8s8h6s3s2h,55665,One Pair
8s8h6d3d2h,55666,One Pair
8s8h6h3h2d,55667,One Pair
8s8h6d3d2c,55668,One Pair
8s8h6d3s2h,55669,One Pair
8s8h6s3d2h,55670,One Pair
8s8h6d3c2h,55671,One Pair
8s8h6s3h2d,55672,One Pair
8s8h6d3h2c,55673,One Pair
8s8h6h3d2c,55674,One Pair
8s8h6s3d2c,55675,One Pair
8s8h6d3s2d,55676,One Pair
8s8h6h3s2d,55677,One Pair
8s8h6s3s2d,55678,One Pair
8s8h6d3s2c,55679,One Pair
8s8h6h3h2s,55680,One Pair
8s8h6s3h2s,55681,One Pair
8s8h6d3h2s,55682,One Pair
8s8h6h3s2s,55683,One Pair
8s8h6s3s2s,55684,One Pair
8s8h6d3s2s,55685,One Pair
8s8h6h3d2s,55686,One Pair
8s8h6s3d2s,55687,One Pair
8s8h6d3d2s,55688,One Pair
8s8h6d3c2s,55689,One Pair
8s8h5h4h3h,55690,One Pair
8s8h5d4d3d,55691,One Pair
8s8h5s4h3h,55692,One Pair
8s8h5d4h3h,55693,One Pair
8s8h5h4d3d,55694,One Pair
8s8h5d4c3c,55695,One Pair
8s8h5s4d3d,55696,One Pair
8s8h5h4s3h,55697,One Pair
8s8h5h4d3h,55698,One Pair
8s8h5d4h3d,55699,One Pair
8s8h5d4c3d,55700,One Pair
8s8h5s4s3h,55701,One Pair
8s8h5d4d3h,55702,One Pair
8s8h5h4h3d,55703,One Pair
8s8h5d4d3c,55704,One Pair
8s8h5d4s3h,55705,One Pair
8s8h5s4d3h,55706,One Pair
8s8h5d4c3h,55707,One Pair
8s8h5s4h3d,55708,One Pair
8s8h5d4h3c,55709,One Pair
8s8h5h4d3c,55710,One Pair
8s8h5s4d3c,55711,One Pair
8s8h5d4s3d,55712,One Pair
8s8h5h4s3d,55713,One Pair
8s8h5s4s3d,55714,One Pair
8s8h5d4s3c,55715,One Pair
8s8h5h4h3s,55716,One Pair
8s8h5s4h3s,55717,One Pair
8s8h5d4h3s,55718,One Pair
8s8h5h4s3s,55719,One Pair
8s8h5s4s3s,55720,One Pair
8s8h5d4s3s,55721,One Pair
8s8h5h4d3s,55722,One Pair
8s8h5s4d3s,55723,One Pair
8s8h5d4d3s,55724,One Pair
8s8h5d4c3s,55725,One Pair
8s8h5h4h2h,55726,One Pair
8s8h5d4d2d,55727,One Pair
8s8h5s4h2h,55728,One Pair
8s8h5d4h2h,55729,One Pair
8s8h5h4d2d,55730,One Pair
8s8h5d4c2c,55731,One Pair
8s8h5s4d2d,55732,One Pair
8s8h5h4s2h,55733,One Pair
8s8h5h4d2h,55734,One Pair
8s8h5d4h2d,55735,One Pair
8s8h5d4c2d,55736,One Pair
8s8h5s4s2h,55737,One Pair
8s8h5d4d2h,55738,One Pair
8s8h5h4h2d,55739,One Pair
8s8h5d4d2c,55740,One Pair
8s8h5d4s2h,55741,One Pair
8s8h5s4d2h,55742,One Pair
8s8h5d4c2h,55743,One Pair
8s8h5s4h2d,55744,One Pair
8s8h5d4h2c,55745,One Pair
8s8h5h4d2c,55746,One Pair
8s8h5s4d2c,55747,One Pair
8s8h5d4s2d,55748,One Pair
8s8h5h4s2d,55749,One Pair
8s8h5s4s2d,55750,One Pair
8s8h5d4s2c,55751,One Pair
8s8h5h4h2s,55752,One Pair
8s8h5s4h2s,55753,One Pair
8s8h5d4h2s,55754,One Pair
8s8h5h4s2s,55755,One Pair
8s8h5s4s2s,55756,One Pair
8s8h5d4s2s,55757,One Pair
8s8h5h4d2s,55758,One Pair
8s8h5s4d2s,55759,One Pair
8s8h5d4d2s,55760,One Pair
8s8h5d4c2s,55761,One Pair
8s8h5h3h2h,55762,One Pair
8s8h5d3d2d,55763,One Pair
8s8h5s3h2h,55764,One Pair
8s8h5d3h2h,55765,One Pair
8s8h5h3d2d,55766,One Pair
8s8h5d3c2c,55767,One Pair
8s8h5s3d2d,55768,One Pair
8s8h5h3s2h,55769,One Pair
8s8h5h3d2h,55770,One Pair
8s8h5d3h2d,55771,One Pair
8s8h5d3c2d,55772,One Pair
8s8h5s3s2h,55773,One Pair
8s8h5d3d2h,55774,One Pair
8s8h5h3h2d,55775,One Pair
8s8h5d3d2c,55776,One Pair
8s8h5d3s2h,55777,One Pair
8s8h5s3d2h,55778,One Pair
8s8h5d3c2h,55779,One Pair
8s8h5s3h2d,55780,One Pair
8s8h5d3h2c,55781,One Pair
8s8h5h3d2c,55782,One Pair
8s8h5s3d2c,55783,One Pair
8s8h5d3s2d,55784,One Pair
8s8h5h3s2d,55785,One Pair
8s8h5s3s2d,55786,One Pair
8s8h5d3s2c,55787,One Pair
8s8h5h3h2s,55788,One Pair
8s8h5s3h2s,55789,One Pair
8s8h5d3h2s,55790,One Pair
8s8h5h3s2s,55791,One Pair
8s8h5s3s2s,55792,One Pair
8s8h5d3s2s,55793,One Pair
8s8h5h3d2s,55794,One Pair
8s8h5s3d2s,55795,One Pair
8s8h5d3d2s,55796,One Pair
8s8h5d3c2s,55797,One Pair
8s8h4h3h2h,55798,One Pair
8s8h4d3d2d,55799,One Pair
8s8h4s3h2h,55800,One Pair
8s8h4d3h2h,55801,One Pair
8s8h4h3d2d,55802,One Pair
8s8h4d3c2c,55803,One Pair
8s8h4s3d2d,55804,One Pair
8s8h4h3s2h,55805,One Pair
8s8h4h3d2h,55806,One Pair
8s8h4d3h2d,55807,One Pair
8s8h4d3c2d,55808,One Pair
8s8h4s3s2h,55809,One Pair
8s8h4d3d2h,55810,One Pair
8s8h4h3h2d,55811,One Pair
8s8h4d3d2c,55812,One Pair
8s8h4d3s2h,55813,One Pair
8s8h4s3d2h,55814,One Pair
8s8h4d3c2h,55815,One Pair
8s8h4s3h2d,55816,One Pair
8s8h4d3h2c,55817,One Pair
8s8h4h3d2c,55818,One Pair
8s8h4s3d2c,55819,One Pair
8s8h4d3s2d,55820,One Pair
8s8h4h3s2d,55821,One Pair
8s8h4s3s2d,55822,One Pair
8s8h4d3s2c,55823,One Pair
8s8h4h3h2s,55824,One Pair
8s8h4s3h2s,55825,One Pair
8s8h4d3h2s,55826,One Pair
8s8h4h3s2s,55827,One Pair
8s8h4s3s2s,55828,One Pair
8s8h4d3s2s,55829,One Pair
8s8h4h3d2s,55830,One Pair
8s8h4s3d2s,55831,One Pair
8s8h4d3d2s,55832,One Pair
8s8h4d3c2s,55833,One Pair
8s7s7h6s5s,55834,One Pair
8s7s7h6h5h,55835,One Pair
8s7s7h6d5d,55836,One Pair
8s7s7h6c5c,55837,One Pair
8s7s7h6h5s,55838,One Pair
8s7s7h6s5h,55839,One Pair
8s7s7h6h5d,55840,One Pair
8s7s7h6d5s,55841,One Pair
8s7s7h6s5d,55842,One Pair
8s7s7h6d5h,55843,One Pair
8s7s7h6c5d,55844,One Pair
8s7s7h6d5c,55845,One Pair
8s7s7h6c5s,55846,One Pair
8s7s7h6s5c,55847,One Pair
8s7s7h6h5c,55848,One Pair
8s7s7h6c5h,55849,One Pair
8s7s7h6s4s,55850,One Pair
8s7s7h6h4h,55851,One Pair
8s7s7h6d4d,55852,One Pair
8s7s7h6c4c,55853,One Pair
8s7s7h6h4s,55854,One Pair
8s7s7h6s4h,55855,One Pair
8s7s7h6h4d,55856,One Pair
8s7s7h6d4s,55857,One Pair
8s7s7h6s4d,55858,One Pair
8s7s7h6d4h,55859,One Pair
8s7s7h6c4d,55860,One Pair
8s7s7h6d4c,55861,One Pair
8s7s7h6c4s,55862,One Pair
8s7s7h6s4c,55863,One Pair
8s7s7h6h4c,55864,One Pair
8s7s7h6c4h,55865,One Pair
8s7s7h6s3s,55866,One Pair
8s7s7h6h3h,55867,One Pair
8s7s7h6d3d,55868,One Pair
8s7s7h6c3c,55869,One Pair
8s7s7h6h3s,55870,One Pair
8s7s7h6s3h,55871,One Pair
8s7s7h6h3d,55872,One Pair
8s7s7h6d3s,55873,One Pair
8s7s7h6s3d,55874,One Pair
8s7s7h6d3h,55875,One Pair
8s7s7h6c3d,55876,One Pair
8s7s7h6d3c,55877,One Pair
8s7s7h6c3s,55878,One Pair
8s7s7h6s3c,55879,One Pair
8s7s7h6h3c,55880,One Pair
8s7s7h6c3h,55881,One Pair
8s7s7h6s2s,55882,One Pair
8s7s7h6h2h,55883,One Pair
8s7s7h6d2d,55884,One Pair
8s7s7h6c2c,55885,One Pair
8s7s7h6h2s,55886,One Pair
8s7s7h6s2h,55887,One Pair
8s7s7h6h2d,55888,One Pair
8s7s7h6d2s,55889,One Pair
8s7s7h6s2d,55890,One Pair
8s7s7h6d2h,55891,One Pair
8s7s7h6c2d,55892,One Pair
8s7s7h6d2c,55893,One Pair
8s7s7h6c2s,55894,One Pair
8s7s7h6s2c,55895,One Pair
8s7s7h6h2c,55896,One Pair
8s7s7h6c2h,55897,One Pair
8s7s7h5s4s,55898,One Pair
8s7s7h5h4h,55899,One Pair
8s7s7h5d4d,55900,One Pair
8s7s7h5c4c,55901,One Pair
8s7s7h5h4s,55902,One Pair
8s7s7h5s4h,55903,One Pair
8s7s7h5h4d,55904,One Pair
8s7s7h5d4s,55905,One Pair
8s7s7h5s4d,55906,One Pair
8s7s7h5d4h,55907,One Pair
8s7s7h5c4d,55908,One Pair
8s7s7h5d4c,55909,One Pair
8s7s7h5c4s,55910,One Pair
8s7s7h5s4c,55911,One Pair
8s7s7h5h4c,55912,One Pair
8s7s7h5c4h,55913,One Pair
8s7s7h5s3s,55914,One Pair
8s7s7h5h3h,55915,One Pair
8s7s7h5d3d,55916,One Pair
8s7s7h5c3c,55917,One Pair
8s7s7h5h3s,55918,One Pair
8s7s7h5s3h,55919,One Pair
8s7s7h5h3d,55920,One Pair
8s7s7h5d3s,55921,One Pair
8s7s7h5s3d,55922,One Pair
8s7s7h5d3h,55923,One Pair
8s7s7h5c3d,55924,One Pair
8s7s7h5d3c,55925,One Pair
8s7s7h5c3s,55926,One Pair
8s7s7h5s3c,55927,One Pair
8s7s7h5h3c,55928,One Pair
8s7s7h5c3h,55929,One Pair
8s7s7h5s2s,55930,One Pair
8s7s7h5h2h,55931,One Pair
8s7s7h5d2d,55932,One Pair
8s7s7h5c2c,55933,One Pair
8s7s7h5h2s,55934,One Pair
8s7s7h5s2h,55935,One Pair
8s7s7h5h2d,55936,One Pair
8s7s7h5d2s,55937,One Pair
8s7s7h5s2d,55938,One Pair
8s7s7h5d2h,55939,One Pair
8s7s7h5c2d,55940,One Pair
8s7s7h5d2c,55941,One Pair
8s7s7h5c2s,55942,One Pair
8s7s7h5s2c,55943,One Pair
8s7s7h5h2c,55944,One Pair
8s7s7h5c2h,55945,One Pair
8s7s7h4s3s,55946,One Pair
8s7s7h4h3h,55947,One Pair
8s7s7h4d3d,55948,One Pair
8s7s7h4c3c,55949,One Pair
8s7s7h4h3s,55950,One Pair
8s7s7h4s3h,55951,One Pair
8s7s7h4h3d,55952,One Pair
8s7s7h4d3s,55953,One Pair
8s7s7h4s3d,55954,One Pair
8s7s7h4d3h,55955,One Pair
8s7s7h4c3d,55956,One Pair
8s7s7h4d3c,55957,One Pair
8s7s7h4c3s,55958,One Pair
8s7s7h4s3c,55959,One Pair
8s7s7h4h3c,55960,One Pair
8s7s7h4c3h,55961,One Pair
8s7s7h4s2s,55962,One Pair
8s7s7h4h2h,55963,One Pair
8s7s7h4d2d,55964,One Pair
8s7s7h4c2c,55965,One Pair
8s7s7h4h2s,55966,One Pair
8s7s7h4s2h,55967,One Pair
8s7s7h4h2d,55968,One Pair
8s7s7h4d2s,55969,One Pair
8s7s7h4s2d,55970,One Pair
8s7s7h4d2h,55971,One Pair
8s7s7h4c2d,55972,One Pair
8s7s7h4d2c,55973,One Pair
8s7s7h4c2s,55974,One Pair
8s7s7h4s2c,55975,One Pair
8s7s7h4h2c,55976,One Pair
8s7s7h4c2h,55977,One Pair
8s7s7h3s2s,55978,One Pair
8s7s7h3h2h,55979,One Pair
8s7s7h3d2d,55980,One Pair
8s7s7h3c2c,55981,One Pair
8s7s7h3h2s,55982,One Pair
8s7s7h3s2h,55983,One Pair
8s7s7h3h2d,55984,One Pair
8s7s7h3d2s,55985,One Pair
8s7s7h3s2d,55986,One Pair
8s7s7h3d2h,55987,One Pair
8s7s7h3c2d,55988,One Pair
8s7s7h3d2c,55989,One Pair
8s7s7h3c2s,55990,One Pair
8s7s7h3s2c,55991,One Pair
8s7s7h3h2c,55992,One Pair
8s7s7h3c2h,55993,One Pair
8s7s6s6h5s,55994,One Pair
8s7h6s6h5h,55995,One Pair
8s7h6s6h5s,55996,One Pair
8s7s6s6h5h,55997,One Pair
8s7h6s6h5d,55998,One Pair
8s7s6s6h5d,55999,One Pair
8s7h6s6h5c,56000,One Pair
8s7s6s6h5c,56001,One Pair
8s7s6s6h4s,56002,One Pair
8s7h6s6h4h,56003,One Pair
8s7h6s6h4s,56004,One Pair
8s7s6s6h4h,56005,One Pair
8s7h6s6h4d,56006,One Pair
8s7s6s6h4d,56007,One Pair
8s7h6s6h4c,56008,One Pair
8s7s6s6h4c,56009,One Pair
8s7s6s6h3s,56010,One Pair
8s7h6s6h3h,56011,One Pair
8s7h6s6h3s,56012,One Pair
8s7s6s6h3h,56013,One Pair
8s7h6s6h3d,56014,One Pair
8s7s6s6h3d,56015,One Pair
8s7h6s6h3c,56016,One Pair
8s7s6s6h3c,56017,One Pair
8s7s6s6h2s,56018,One Pair
8s7h6s6h2h,56019,One Pair
8s7h6s6h2s,56020,One Pair
8s7s6s6h2h,56021,One Pair
8s7h6s6h2d,56022,One Pair
8s7s6s6h2d,56023,One Pair
8s7h6s6h2c,56024,One Pair
8s7s6s6h2c,56025,One Pair
8s7s6s5s5h,56026,One Pair
8s7h6h5s5h,56027,One Pair
8s7h6s5s5h,56028,One Pair
8s7s6h5s5h,56029,One Pair
8s7h6d5s5h,56030,One Pair
8s7s6s4s4h,56031,One Pair
8s7h6h4s4h,56032,One Pair
8s7h6s4s4h,56033,One Pair
8s7s6h4s4h,56034,One Pair
8s7h6d4s4h,56035,One Pair
8s7s6s3s3h,56036,One Pair
8s7h6h3s3h,56037,One Pair
8s7h6s3s3h,56038,One Pair
8s7s6h3s3h,56039,One Pair
8s7h6d3s3h,56040,One Pair
8s7s6s2s2h,56041,One Pair
8s7h6h2s2h,56042,One Pair
8s7h6s2s2h,56043,One Pair
8s7s6h2s2h,56044,One Pair
8s7h6d2s2h,56045,One Pair
8s7s5s5h4s,56046,One Pair
8s7h5s5h4h,56047,One Pair
8s7h5s5h4s,56048,One Pair
8s7s5s5h4h,56049,One Pair
8s7h5s5h4d,56050,One Pair
8s7s5s5h4d,56051,One Pair
8s7h5s5h4c,56052,One Pair
8s7s5s5h4c,56053,One Pair
8s7s5s5h3s,56054,One Pair
8s7h5s5h3h,56055,One Pair
8s7h5s5h3s,56056,One Pair
8s7s5s5h3h,56057,One Pair
8s7h5s5h3d,56058,One Pair
8s7s5s5h3d,56059,One Pair
8s7h5s5h3c,56060,One Pair
8s7s5s5h3c,56061,One Pair
8s7s5s5h2s,56062,One Pair
8s7h5s5h2h,56063,One Pair
8s7h5s5h2s,56064,One Pair
8s7s5s5h2h,56065,One Pair
8s7h5s5h2d,56066,One Pair
